toa,toa_sub,Female,Gender - All,Male,Unspecified,cube,quarter
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - December 2013,2013-12
Non-permanent,Non-permanent,30824.0,71126.0,40302.0,,Employment - December 2013,2013-12
Unspecified,Unspecified,,,,,Employment - December 2013,2013-12
Permanent,10-Competitive Service - Career,518021.0,1223707.0,705686.0,,Employment - March 2014,2014-03
Permanent,15-Competitive Service - Career-Conditional,51745.0,146433.0,94688.0,,Employment - March 2014,2014-03
Permanent,30-Excepted Service - Schedule A,18173.0,43782.0,25609.0,,Employment - March 2014,2014-03
Permanent,32-Excepted Service - Schedule B,2888.0,7266.0,4378.0,,Employment - March 2014,2014-03
Permanent,35-Excepted Service - Schedule D,1495.0,3415.0,1920.0,,Employment - March 2014,2014-03
Permanent,36-Excepted Service - Executive,14.0,30.0,16.0,,Employment - March 2014,2014-03
Permanent,38-Excepted Service - Other,177660.0,380174.0,202514.0,,Employment - March 2014,2014-03
Permanent,50-Senior Executive Service - Career,2311.0,7054.0,4743.0,,Employment - March 2014,2014-03
Permanent,55-Senior Executive Service - Non-Career,301.0,656.0,355.0,,Employment - March 2014,2014-03
Permanent,**-Unspecified,12.0,27.0,15.0,,Employment - March 2014,2014-03
Permanent,Permanent,772620.0,1812544.0,1039924.0,,Employment - March 2014,2014-03
Non-permanent,20-Competitive Service,7627.0,20923.0,13296.0,,Employment - March 2014,2014-03
Non-permanent,40-Excepted Service - Schedule A,4842.0,10255.0,5413.0,,Employment - March 2014,2014-03
Non-permanent,42-Excepted Service - Schedule B,854.0,2028.0,1174.0,,Employment - March 2014,2014-03
Non-permanent,44-Excepted Service - Schedule C,722.0,1330.0,608.0,,Employment - March 2014,2014-03
Non-permanent,45-Excepted Service - Schedule D,573.0,1099.0,526.0,,Employment - March 2014,2014-03
Non-permanent,46-Excepted Service - Executive,169.0,551.0,382.0,,Employment - March 2014,2014-03
Non-permanent,48-Excepted Service - Other,15283.0,33286.0,18003.0,,Employment - March 2014,2014-03
Non-permanent,60-Senior Executive Service - Limited Term,32.0,97.0,65.0,,Employment - March 2014,2014-03
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - March 2014,2014-03
Non-permanent,Non-permanent,30103.0,69570.0,39467.0,,Employment - March 2014,2014-03
Unspecified,Unspecified,,,,,Employment - March 2014,2014-03
Permanent,10-Competitive Service - Career,516141.0,1222557.0,706416.0,,Employment - June 2014,2014-06
Permanent,15-Competitive Service - Career-Conditional,52196.0,146289.0,94093.0,,Employment - June 2014,2014-06
Permanent,30-Excepted Service - Schedule A,18297.0,43914.0,25617.0,,Employment - June 2014,2014-06
Permanent,32-Excepted Service - Schedule B,2823.0,7113.0,4290.0,,Employment - June 2014,2014-06
Permanent,35-Excepted Service - Schedule D,2367.0,5586.0,3219.0,,Employment - June 2014,2014-06
Permanent,36-Excepted Service - Executive,14.0,30.0,16.0,,Employment - June 2014,2014-06
Permanent,38-Excepted Service - Other,179174.0,383071.0,203897.0,,Employment - June 2014,2014-06
Permanent,50-Senior Executive Service - Career,2305.0,7010.0,4705.0,,Employment - June 2014,2014-06
Permanent,55-Senior Executive Service - Non-Career,303.0,662.0,359.0,,Employment - June 2014,2014-06
Permanent,**-Unspecified,,20.0,,,Employment - June 2014,2014-06
Permanent,Permanent,773630.0,1816252.0,1042622.0,,Employment - June 2014,2014-06
Non-permanent,20-Competitive Service,11821.0,36223.0,24402.0,,Employment - June 2014,2014-06
Non-permanent,40-Excepted Service - Schedule A,5609.0,12878.0,7269.0,,Employment - June 2014,2014-06
Non-permanent,42-Excepted Service - Schedule B,1048.0,2530.0,1482.0,,Employment - June 2014,2014-06
Non-permanent,44-Excepted Service - Schedule C,713.0,1321.0,608.0,,Employment - June 2014,2014-06
Non-permanent,45-Excepted Service - Schedule D,2567.0,5339.0,2772.0,,Employment - June 2014,2014-06
Non-permanent,46-Excepted Service - Executive,184.0,574.0,390.0,,Employment - June 2014,2014-06
Non-permanent,48-Excepted Service - Other,16070.0,35195.0,19125.0,,Employment - June 2014,2014-06
Non-permanent,60-Senior Executive Service - Limited Term,32.0,95.0,63.0,,Employment - June 2014,2014-06
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - June 2014,2014-06
Non-permanent,Non-permanent,38045.0,94156.0,56111.0,,Employment - June 2014,2014-06
Unspecified,Unspecified,,,,,Employment - June 2014,2014-06
Permanent,10-Competitive Service - Career,516503.0,1225956.0,709453.0,,Employment - September 2014,2014-09
Permanent,15-Competitive Service - Career-Conditional,53417.0,148238.0,94819.0,,Employment - September 2014,2014-09
Permanent,30-Excepted Service - Schedule A,18541.0,44405.0,25864.0,,Employment - September 2014,2014-09
Permanent,32-Excepted Service - Schedule B,2382.0,6025.0,3643.0,,Employment - September 2014,2014-09
Permanent,35-Excepted Service - Schedule D,2654.0,6011.0,3357.0,,Employment - September 2014,2014-09
Permanent,36-Excepted Service - Executive,14.0,33.0,19.0,,Employment - September 2014,2014-09
Permanent,38-Excepted Service - Other,181327.0,387385.0,206058.0,,Employment - September 2014,2014-09
Permanent,50-Senior Executive Service - Career,2302.0,7011.0,4709.0,,Employment - September 2014,2014-09
Permanent,55-Senior Executive Service - Non-Career,307.0,682.0,375.0,,Employment - September 2014,2014-09
Permanent,**-Unspecified,,16.0,,,Employment - September 2014,2014-09
Permanent,Permanent,777455.0,1825762.0,1048305.0,,Employment - September 2014,2014-09
Non-permanent,20-Competitive Service,10630.0,33120.0,22490.0,,Employment - September 2014,2014-09
Non-permanent,40-Excepted Service - Schedule A,5320.0,11899.0,6579.0,,Employment - September 2014,2014-09
Non-permanent,42-Excepted Service - Schedule B,789.0,1987.0,1198.0,,Employment - September 2014,2014-09
Non-permanent,44-Excepted Service - Schedule C,747.0,1387.0,640.0,,Employment - September 2014,2014-09
Non-permanent,45-Excepted Service - Schedule D,1506.0,2882.0,1376.0,,Employment - September 2014,2014-09
Non-permanent,46-Excepted Service - Executive,188.0,578.0,390.0,,Employment - September 2014,2014-09
Non-permanent,48-Excepted Service - Other,16032.0,34674.0,18642.0,,Employment - September 2014,2014-09
Non-permanent,60-Senior Executive Service - Limited Term,31.0,95.0,64.0,,Employment - September 2014,2014-09
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - September 2014,2014-09
Non-permanent,Non-permanent,35244.0,86624.0,51380.0,,Employment - September 2014,2014-09
Unspecified,Unspecified,,,,,Employment - September 2014,2014-09
Permanent,10-Competitive Service - Career,513172.0,1221558.0,708385.0,,Employment - December 2014,2014-12
Permanent,15-Competitive Service - Career-Conditional,54103.0,150320.0,96212.0,,Employment - December 2014,2014-12
Permanent,30-Excepted Service - Schedule A,18743.0,44855.0,26112.0,,Employment - December 2014,2014-12
Permanent,32-Excepted Service - Schedule B,2279.0,5846.0,3567.0,,Employment - December 2014,2014-12
Permanent,35-Excepted Service - Schedule D,3186.0,7031.0,3845.0,,Employment - December 2014,2014-12
Permanent,36-Excepted Service - Executive,14.0,34.0,20.0,,Employment - December 2014,2014-12
Permanent,38-Excepted Service - Other,183404.0,390758.0,207354.0,,Employment - December 2014,2014-12
Permanent,50-Senior Executive Service - Career,2340.0,7102.0,4762.0,,Employment - December 2014,2014-12
Permanent,55-Senior Executive Service - Non-Career,322.0,694.0,372.0,,Employment - December 2014,2014-12
Permanent,**-Unspecified,,19.0,,,Employment - December 2014,2014-12
Permanent,Permanent,777572.0,1828217.0,1050639.0,,Employment - December 2014,2014-12
Non-permanent,20-Competitive Service,7103.0,21114.0,14011.0,,Employment - December 2014,2014-12
Non-permanent,40-Excepted Service - Schedule A,5026.0,10543.0,5517.0,,Employment - December 2014,2014-12
Non-permanent,42-Excepted Service - Schedule B,741.0,1971.0,1230.0,,Employment - December 2014,2014-12
Non-permanent,44-Excepted Service - Schedule C,797.0,1449.0,652.0,,Employment - December 2014,2014-12
Non-permanent,45-Excepted Service - Schedule D,1074.0,2065.0,991.0,,Employment - December 2014,2014-12
Non-permanent,46-Excepted Service - Executive,186.0,593.0,407.0,,Employment - December 2014,2014-12
Non-permanent,48-Excepted Service - Other,15999.0,34333.0,18334.0,,Employment - December 2014,2014-12
Non-permanent,60-Senior Executive Service - Limited Term,29.0,92.0,63.0,,Employment - December 2014,2014-12
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - December 2014,2014-12
Non-permanent,Non-permanent,30956.0,72162.0,41206.0,,Employment - December 2014,2014-12
Unspecified,Unspecified,,,,,Employment - December 2014,2014-12
Permanent,10-Competitive Service - Career,508037.0,1211328.0,703290.0,,Employment - March 2015,2015-03
Permanent,15-Competitive Service - Career-Conditional,55359.0,153429.0,98067.0,,Employment - March 2015,2015-03
Permanent,30-Excepted Service - Schedule A,18839.0,45209.0,26370.0,,Employment - March 2015,2015-03
Permanent,32-Excepted Service - Schedule B,2141.0,5501.0,3360.0,,Employment - March 2015,2015-03
Permanent,35-Excepted Service - Schedule D,3136.0,7126.0,3990.0,,Employment - March 2015,2015-03
Permanent,36-Excepted Service - Executive,14.0,32.0,18.0,,Employment - March 2015,2015-03
Permanent,38-Excepted Service - Other,185113.0,392278.0,207165.0,,Employment - March 2015,2015-03
Permanent,50-Senior Executive Service - Career,2338.0,7054.0,4716.0,,Employment - March 2015,2015-03
Permanent,55-Senior Executive Service - Non-Career,348.0,737.0,389.0,,Employment - March 2015,2015-03
Permanent,**-Unspecified,,16.0,,,Employment - March 2015,2015-03
Permanent,Permanent,775332.0,1822710.0,1047374.0,,Employment - March 2015,2015-03
Non-permanent,20-Competitive Service,7381.0,21368.0,13987.0,,Employment - March 2015,2015-03
Non-permanent,40-Excepted Service - Schedule A,5226.0,10803.0,5577.0,,Employment - March 2015,2015-03
Non-permanent,42-Excepted Service - Schedule B,675.0,1892.0,1217.0,,Employment - March 2015,2015-03
Non-permanent,44-Excepted Service - Schedule C,815.0,1467.0,652.0,,Employment - March 2015,2015-03
Non-permanent,45-Excepted Service - Schedule D,776.0,1506.0,730.0,,Employment - March 2015,2015-03
Non-permanent,46-Excepted Service - Executive,177.0,579.0,402.0,,Employment - March 2015,2015-03
Non-permanent,48-Excepted Service - Other,16081.0,34544.0,18462.0,,Employment - March 2015,2015-03
Non-permanent,60-Senior Executive Service - Limited Term,32.0,85.0,53.0,,Employment - March 2015,2015-03
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - March 2015,2015-03
Non-permanent,Non-permanent,31164.0,72246.0,41081.0,,Employment - March 2015,2015-03
Unspecified,Unspecified,,,,,Employment - March 2015,2015-03
Permanent,10-Competitive Service - Career,505944.0,1209237.0,703288.0,,Employment - June 2015,2015-06
Permanent,15-Competitive Service - Career-Conditional,56976.0,157556.0,100575.0,,Employment - June 2015,2015-06
Permanent,30-Excepted Service - Schedule A,19183.0,45889.0,26706.0,,Employment - June 2015,2015-06
Permanent,32-Excepted Service - Schedule B,2134.0,5476.0,3342.0,,Employment - June 2015,2015-06
Permanent,35-Excepted Service - Schedule D,4362.0,10316.0,5954.0,,Employment - June 2015,2015-06
Permanent,36-Excepted Service - Executive,14.0,33.0,19.0,,Employment - June 2015,2015-06
Permanent,38-Excepted Service - Other,188260.0,397285.0,209021.0,,Employment - June 2015,2015-06
Permanent,50-Senior Executive Service - Career,2346.0,7077.0,4731.0,,Employment - June 2015,2015-06
Permanent,55-Senior Executive Service - Non-Career,351.0,736.0,385.0,,Employment - June 2015,2015-06
Permanent,**-Unspecified,,15.0,,,Employment - June 2015,2015-06
Permanent,Permanent,779579.0,1833620.0,1054027.0,14.0,Employment - June 2015,2015-06
Non-permanent,20-Competitive Service,11795.0,37296.0,25496.0,,Employment - June 2015,2015-06
Non-permanent,40-Excepted Service - Schedule A,6193.0,13843.0,7650.0,,Employment - June 2015,2015-06
Non-permanent,42-Excepted Service - Schedule B,741.0,2149.0,1408.0,,Employment - June 2015,2015-06
Non-permanent,44-Excepted Service - Schedule C,811.0,1474.0,663.0,,Employment - June 2015,2015-06
Non-permanent,45-Excepted Service - Schedule D,2803.0,5615.0,2812.0,,Employment - June 2015,2015-06
Non-permanent,46-Excepted Service - Executive,177.0,578.0,401.0,,Employment - June 2015,2015-06
Non-permanent,48-Excepted Service - Other,17206.0,36965.0,19759.0,,Employment - June 2015,2015-06
Non-permanent,60-Senior Executive Service - Limited Term,33.0,85.0,52.0,,Employment - June 2015,2015-06
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - June 2015,2015-06
Non-permanent,Non-permanent,39760.0,98006.0,58241.0,,Employment - June 2015,2015-06
Unspecified,Unspecified,,18.0,12.0,,Employment - June 2015,2015-06
Permanent,10-Competitive Service - Career,507034.0,1213748.0,706707.0,,Employment - September 2015,2015-09
Permanent,15-Competitive Service - Career-Conditional,59019.0,162157.0,103135.0,,Employment - September 2015,2015-09
Permanent,30-Excepted Service - Schedule A,19582.0,46660.0,27078.0,,Employment - September 2015,2015-09
Permanent,32-Excepted Service - Schedule B,1904.0,4896.0,2992.0,,Employment - September 2015,2015-09
Permanent,35-Excepted Service - Schedule D,3985.0,9149.0,5164.0,,Employment - September 2015,2015-09
Permanent,36-Excepted Service - Executive,14.0,33.0,19.0,,Employment - September 2015,2015-09
Permanent,38-Excepted Service - Other,192555.0,403951.0,211390.0,,Employment - September 2015,2015-09
Permanent,50-Senior Executive Service - Career,2360.0,7138.0,4778.0,,Employment - September 2015,2015-09
Permanent,55-Senior Executive Service - Non-Career,353.0,747.0,394.0,,Employment - September 2015,2015-09
Permanent,**-Unspecified,,15.0,,,Employment - September 2015,2015-09
Permanent,Permanent,786816.0,1848494.0,1061662.0,16.0,Employment - September 2015,2015-09
Non-permanent,20-Competitive Service,10847.0,34689.0,23842.0,,Employment - September 2015,2015-09
Non-permanent,40-Excepted Service - Schedule A,6065.0,13308.0,7243.0,,Employment - September 2015,2015-09
Non-permanent,42-Excepted Service - Schedule B,638.0,2007.0,1369.0,,Employment - September 2015,2015-09
Non-permanent,44-Excepted Service - Schedule C,812.0,1495.0,683.0,,Employment - September 2015,2015-09
Non-permanent,45-Excepted Service - Schedule D,1488.0,2781.0,1293.0,,Employment - September 2015,2015-09
Non-permanent,46-Excepted Service - Executive,175.0,568.0,393.0,,Employment - September 2015,2015-09
Non-permanent,48-Excepted Service - Other,17267.0,36891.0,19624.0,,Employment - September 2015,2015-09
Non-permanent,60-Senior Executive Service - Limited Term,29.0,83.0,54.0,,Employment - September 2015,2015-09
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - September 2015,2015-09
Non-permanent,Non-permanent,37322.0,91823.0,54501.0,,Employment - September 2015,2015-09
Unspecified,Unspecified,,30.0,19.0,,Employment - September 2015,2015-09
Permanent,10-Competitive Service - Career,506650.0,1214782.0,708126.0,,Employment - December 2015,2015-12
Permanent,15-Competitive Service - Career-Conditional,60562.0,165153.0,104586.0,,Employment - December 2015,2015-12
Permanent,30-Excepted Service - Schedule A,20201.0,47774.0,27573.0,,Employment - December 2015,2015-12
Permanent,32-Excepted Service - Schedule B,1853.0,4668.0,2815.0,,Employment - December 2015,2015-12
Permanent,35-Excepted Service - Schedule D,4553.0,10075.0,5521.0,,Employment - December 2015,2015-12
Permanent,36-Excepted Service - Executive,14.0,33.0,19.0,,Employment - December 2015,2015-12
Permanent,38-Excepted Service - Other,194025.0,406406.0,212362.0,19.0,Employment - December 2015,2015-12
Permanent,50-Senior Executive Service - Career,2418.0,7211.0,4793.0,,Employment - December 2015,2015-12
Permanent,55-Senior Executive Service - Non-Career,356.0,748.0,392.0,,Employment - December 2015,2015-12
Permanent,**-Unspecified,13.0,20.0,,,Employment - December 2015,2015-12
Permanent,Permanent,790645.0,1856870.0,1066194.0,31.0,Employment - December 2015,2015-12
Non-permanent,20-Competitive Service,7526.0,22910.0,15382.0,,Employment - December 2015,2015-12
Non-permanent,40-Excepted Service - Schedule A,5633.0,11576.0,5943.0,,Employment - December 2015,2015-12
Non-permanent,42-Excepted Service - Schedule B,625.0,2108.0,1483.0,,Employment - December 2015,2015-12
Non-permanent,44-Excepted Service - Schedule C,838.0,1535.0,697.0,,Employment - December 2015,2015-12
Non-permanent,45-Excepted Service - Schedule D,944.0,1783.0,839.0,,Employment - December 2015,2015-12
Non-permanent,46-Excepted Service - Executive,180.0,568.0,388.0,,Employment - December 2015,2015-12
Non-permanent,48-Excepted Service - Other,16770.0,36059.0,19288.0,,Employment - December 2015,2015-12
Non-permanent,60-Senior Executive Service - Limited Term,32.0,86.0,54.0,,Employment - December 2015,2015-12
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - December 2015,2015-12
Non-permanent,Non-permanent,32549.0,76626.0,44074.0,,Employment - December 2015,2015-12
Unspecified,Unspecified,12.0,28.0,16.0,,Employment - December 2015,2015-12
Permanent,10-Competitive Service - Career,498470.0,1199582.0,701108.0,,Employment - March 2016,2016-03
Permanent,15-Competitive Service - Career-Conditional,61394.0,167586.0,106187.0,,Employment - March 2016,2016-03
Permanent,30-Excepted Service - Schedule A,20463.0,48042.0,27579.0,,Employment - March 2016,2016-03
Permanent,32-Excepted Service - Schedule B,1795.0,4455.0,2660.0,,Employment - March 2016,2016-03
Permanent,35-Excepted Service - Schedule D,4459.0,9744.0,5284.0,,Employment - March 2016,2016-03
Permanent,36-Excepted Service - Executive,14.0,33.0,19.0,,Employment - March 2016,2016-03
Permanent,38-Excepted Service - Other,196597.0,409713.0,213086.0,30.0,Employment - March 2016,2016-03
Permanent,50-Senior Executive Service - Career,2427.0,7202.0,4774.0,,Employment - March 2016,2016-03
Permanent,55-Senior Executive Service - Non-Career,355.0,745.0,390.0,,Employment - March 2016,2016-03
Permanent,**-Unspecified,,14.0,,,Employment - March 2016,2016-03
Permanent,Permanent,785981.0,1847116.0,1061094.0,41.0,Employment - March 2016,2016-03
Non-permanent,20-Competitive Service,7635.0,22790.0,15152.0,,Employment - March 2016,2016-03
Non-permanent,40-Excepted Service - Schedule A,5680.0,11653.0,5973.0,,Employment - March 2016,2016-03
Non-permanent,42-Excepted Service - Schedule B,618.0,2180.0,1562.0,,Employment - March 2016,2016-03
Non-permanent,44-Excepted Service - Schedule C,846.0,1526.0,680.0,,Employment - March 2016,2016-03
Non-permanent,45-Excepted Service - Schedule D,714.0,1312.0,598.0,,Employment - March 2016,2016-03
Non-permanent,46-Excepted Service - Executive,182.0,568.0,386.0,,Employment - March 2016,2016-03
Non-permanent,48-Excepted Service - Other,16753.0,36144.0,19389.0,,Employment - March 2016,2016-03
Non-permanent,60-Senior Executive Service - Limited Term,35.0,85.0,50.0,,Employment - March 2016,2016-03
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - March 2016,2016-03
Non-permanent,Non-permanent,32466.0,76261.0,43790.0,,Employment - March 2016,2016-03
Unspecified,Unspecified,22.0,36.0,14.0,,Employment - March 2016,2016-03
Permanent,10-Competitive Service - Career,492924.0,1190146.0,697221.0,,Employment - June 2016,2016-06
Permanent,15-Competitive Service - Career-Conditional,65701.0,179445.0,113738.0,,Employment - June 2016,2016-06
Permanent,30-Excepted Service - Schedule A,20927.0,48703.0,27775.0,,Employment - June 2016,2016-06
Permanent,32-Excepted Service - Schedule B,1808.0,4546.0,2738.0,,Employment - June 2016,2016-06
Permanent,35-Excepted Service - Schedule D,5720.0,12780.0,7060.0,,Employment - June 2016,2016-06
Permanent,36-Excepted Service - Executive,14.0,33.0,19.0,,Employment - June 2016,2016-06
Permanent,38-Excepted Service - Other,200104.0,413865.0,213739.0,22.0,Employment - June 2016,2016-06
Permanent,50-Senior Executive Service - Career,2465.0,7260.0,4794.0,,Employment - June 2016,2016-06
Permanent,55-Senior Executive Service - Non-Career,352.0,747.0,395.0,,Employment - June 2016,2016-06
Permanent,**-Unspecified,12.0,19.0,,,Employment - June 2016,2016-06
Permanent,Permanent,790027.0,1857544.0,1067486.0,31.0,Employment - June 2016,2016-06
Non-permanent,20-Competitive Service,12533.0,39308.0,26774.0,,Employment - June 2016,2016-06
Non-permanent,40-Excepted Service - Schedule A,6575.0,14567.0,7992.0,,Employment - June 2016,2016-06
Non-permanent,42-Excepted Service - Schedule B,661.0,2424.0,1763.0,,Employment - June 2016,2016-06
Non-permanent,44-Excepted Service - Schedule C,853.0,1526.0,673.0,,Employment - June 2016,2016-06
Non-permanent,45-Excepted Service - Schedule D,2882.0,5781.0,2898.0,,Employment - June 2016,2016-06
Non-permanent,46-Excepted Service - Executive,181.0,553.0,372.0,,Employment - June 2016,2016-06
Non-permanent,48-Excepted Service - Other,17478.0,38176.0,20693.0,,Employment - June 2016,2016-06
Non-permanent,60-Senior Executive Service - Limited Term,34.0,91.0,57.0,,Employment - June 2016,2016-06
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - June 2016,2016-06
Non-permanent,Non-permanent,41200.0,102430.0,61223.0,,Employment - June 2016,2016-06
Unspecified,Unspecified,32.0,58.0,24.0,,Employment - June 2016,2016-06
Permanent,10-Competitive Service - Career,491325.0,1187793.0,696463.0,,Employment - September 2016,2016-09
Permanent,15-Competitive Service - Career-Conditional,69836.0,189870.0,119984.0,50.0,Employment - September 2016,2016-09
Permanent,30-Excepted Service - Schedule A,21282.0,49452.0,28168.0,,Employment - September 2016,2016-09
Permanent,32-Excepted Service - Schedule B,1746.0,4390.0,2644.0,,Employment - September 2016,2016-09
Permanent,35-Excepted Service - Schedule D,4872.0,10682.0,5810.0,,Employment - September 2016,2016-09
Permanent,36-Excepted Service - Executive,13.0,32.0,19.0,,Employment - September 2016,2016-09
Permanent,38-Excepted Service - Other,202278.0,417715.0,215366.0,71.0,Employment - September 2016,2016-09
Permanent,50-Senior Executive Service - Career,2506.0,7336.0,4829.0,,Employment - September 2016,2016-09
Permanent,55-Senior Executive Service - Non-Career,344.0,736.0,392.0,,Employment - September 2016,2016-09
Permanent,**-Unspecified,16.0,21.0,,,Employment - September 2016,2016-09
Permanent,Permanent,794218.0,1868027.0,1073680.0,129.0,Employment - September 2016,2016-09
Non-permanent,20-Competitive Service,11385.0,36173.0,24784.0,,Employment - September 2016,2016-09
Non-permanent,40-Excepted Service - Schedule A,6293.0,13936.0,7643.0,,Employment - September 2016,2016-09
Non-permanent,42-Excepted Service - Schedule B,648.0,2519.0,1870.0,,Employment - September 2016,2016-09
Non-permanent,44-Excepted Service - Schedule C,846.0,1515.0,669.0,,Employment - September 2016,2016-09
Non-permanent,45-Excepted Service - Schedule D,1332.0,2439.0,1106.0,,Employment - September 2016,2016-09
Non-permanent,46-Excepted Service - Executive,178.0,542.0,364.0,,Employment - September 2016,2016-09
Non-permanent,48-Excepted Service - Other,17185.0,37147.0,19922.0,40.0,Employment - September 2016,2016-09
Non-permanent,60-Senior Executive Service - Limited Term,36.0,86.0,50.0,,Employment - September 2016,2016-09
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - September 2016,2016-09
Non-permanent,Non-permanent,37906.0,94361.0,56409.0,46.0,Employment - September 2016,2016-09
Unspecified,Unspecified,139.0,237.0,92.0,,Employment - September 2016,2016-09
Permanent,10-Competitive Service - Career,489494.0,1184784.0,695276.0,14.0,Employment - December 2016,2016-12
Permanent,15-Competitive Service - Career-Conditional,73740.0,198692.0,124884.0,68.0,Employment - December 2016,2016-12
Permanent,30-Excepted Service - Schedule A,22036.0,50515.0,28472.0,,Employment - December 2016,2016-12
Permanent,32-Excepted Service - Schedule B,1682.0,4270.0,2588.0,,Employment - December 2016,2016-12
Permanent,35-Excepted Service - Schedule D,4894.0,10793.0,5893.0,,Employment - December 2016,2016-12
Permanent,36-Excepted Service - Executive,13.0,32.0,19.0,,Employment - December 2016,2016-12
Permanent,38-Excepted Service - Other,204478.0,421622.0,217016.0,128.0,Employment - December 2016,2016-12
Permanent,50-Senior Executive Service - Career,2567.0,7485.0,4917.0,,Employment - December 2016,2016-12
Permanent,55-Senior Executive Service - Non-Career,342.0,724.0,382.0,,Employment - December 2016,2016-12
Permanent,**-Unspecified,,18.0,,,Employment - December 2016,2016-12
Permanent,Permanent,799257.0,1878935.0,1079454.0,224.0,Employment - December 2016,2016-12
Non-permanent,20-Competitive Service,7581.0,23390.0,15805.0,,Employment - December 2016,2016-12
Non-permanent,40-Excepted Service - Schedule A,6061.0,12473.0,6412.0,,Employment - December 2016,2016-12
Non-permanent,42-Excepted Service - Schedule B,650.0,2579.0,1928.0,,Employment - December 2016,2016-12
Non-permanent,44-Excepted Service - Schedule C,805.0,1449.0,644.0,,Employment - December 2016,2016-12
Non-permanent,45-Excepted Service - Schedule D,870.0,1535.0,665.0,,Employment - December 2016,2016-12
Non-permanent,46-Excepted Service - Executive,173.0,519.0,346.0,,Employment - December 2016,2016-12
Non-permanent,48-Excepted Service - Other,16948.0,36721.0,19720.0,53.0,Employment - December 2016,2016-12
Non-permanent,60-Senior Executive Service - Limited Term,36.0,85.0,49.0,,Employment - December 2016,2016-12
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - December 2016,2016-12
Non-permanent,Non-permanent,33127.0,78755.0,45570.0,58.0,Employment - December 2016,2016-12
Unspecified,Unspecified,193.0,319.0,117.0,,Employment - December 2016,2016-12
Permanent,10-Competitive Service - Career,485146.0,1175433.0,690269.0,18.0,Employment - March 2017,2017-03
Permanent,15-Competitive Service - Career-Conditional,76964.0,204927.0,127887.0,76.0,Employment - March 2017,2017-03
Permanent,30-Excepted Service - Schedule A,22366.0,50897.0,28512.0,19.0,Employment - March 2017,2017-03
Permanent,32-Excepted Service - Schedule B,1667.0,4275.0,2608.0,,Employment - March 2017,2017-03
Permanent,35-Excepted Service - Schedule D,4770.0,10352.0,5576.0,,Employment - March 2017,2017-03
Permanent,36-Excepted Service - Executive,12.0,31.0,19.0,,Employment - March 2017,2017-03
Permanent,38-Excepted Service - Other,205907.0,422589.0,216492.0,190.0,Employment - March 2017,2017-03
Permanent,50-Senior Executive Service - Career,2585.0,7511.0,4925.0,,Employment - March 2017,2017-03
Permanent,55-Senior Executive Service - Non-Career,45.0,130.0,85.0,,Employment - March 2017,2017-03
Permanent,**-Unspecified,14.0,18.0,,,Employment - March 2017,2017-03
Permanent,Permanent,799476.0,1876163.0,1076377.0,310.0,Employment - March 2017,2017-03
Non-permanent,20-Competitive Service,7182.0,21885.0,14698.0,,Employment - March 2017,2017-03
Non-permanent,40-Excepted Service - Schedule A,5817.0,11910.0,6092.0,,Employment - March 2017,2017-03
Non-permanent,42-Excepted Service - Schedule B,631.0,2554.0,1922.0,,Employment - March 2017,2017-03
Non-permanent,44-Excepted Service - Schedule C,228.0,592.0,364.0,,Employment - March 2017,2017-03
Non-permanent,45-Excepted Service - Schedule D,604.0,1039.0,435.0,,Employment - March 2017,2017-03
Non-permanent,46-Excepted Service - Executive,61.0,243.0,182.0,,Employment - March 2017,2017-03
Non-permanent,48-Excepted Service - Other,16795.0,36435.0,19583.0,57.0,Employment - March 2017,2017-03
Non-permanent,60-Senior Executive Service - Limited Term,46.0,122.0,76.0,,Employment - March 2017,2017-03
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - March 2017,2017-03
Non-permanent,Non-permanent,31368.0,74786.0,43354.0,64.0,Employment - March 2017,2017-03
Unspecified,Unspecified,213.0,342.0,119.0,,Employment - March 2017,2017-03
Permanent,10-Competitive Service - Career,484075.0,1175528.0,691433.0,20.0,Employment - June 2017,2017-06
Permanent,15-Competitive Service - Career-Conditional,75309.0,200726.0,125319.0,98.0,Employment - June 2017,2017-06
Permanent,30-Excepted Service - Schedule A,22293.0,50571.0,28259.0,19.0,Employment - June 2017,2017-06
Permanent,32-Excepted Service - Schedule B,1685.0,4336.0,2651.0,,Employment - June 2017,2017-06
Permanent,35-Excepted Service - Schedule D,5234.0,12034.0,6794.0,,Employment - June 2017,2017-06
