toa,toa_sub,Minority,Non-Minority,Unspecified,Ethnicity and Race Indicator - All,cube,quarter
Permanent,10-Competitive Service - Career,440698.0,734660.0,322.0,1175680.0,Diversity - September 2017,2017-09
Permanent,15-Competitive Service - Career-Conditional,73602.0,124097.0,162.0,197861.0,Diversity - September 2017,2017-09
Permanent,30-Excepted Service - Schedule A,18146.0,32213.0,21.0,50380.0,Diversity - September 2017,2017-09
Permanent,32-Excepted Service - Schedule B,1184.0,2917.0,,4102.0,Diversity - September 2017,2017-09
Permanent,35-Excepted Service - Schedule D,3782.0,5255.0,16.0,9053.0,Diversity - September 2017,2017-09
Permanent,36-Excepted Service - Executive,4.0,28.0,,32.0,Diversity - September 2017,2017-09
Permanent,38-Excepted Service - Other,155738.0,269161.0,140.0,425039.0,Diversity - September 2017,2017-09
Permanent,50-Senior Executive Service - Career,1568.0,5778.0,,7346.0,Diversity - September 2017,2017-09
Permanent,55-Senior Executive Service - Non-Career,55.0,418.0,,475.0,Diversity - September 2017,2017-09
Permanent,**-Unspecified,9.0,9.0,,18.0,Diversity - September 2017,2017-09
Permanent,Permanent,694786.0,1174536.0,664.0,1869986.0,Diversity - September 2017,2017-09
Non-permanent,20-Competitive Service,8129.0,24565.0,424.0,33118.0,Diversity - September 2017,2017-09
Non-permanent,40-Excepted Service - Schedule A,4383.0,9183.0,27.0,13593.0,Diversity - September 2017,2017-09
Non-permanent,42-Excepted Service - Schedule B,775.0,1903.0,,2678.0,Diversity - September 2017,2017-09
Non-permanent,44-Excepted Service - Schedule C,91.0,735.0,,826.0,Diversity - September 2017,2017-09
Non-permanent,45-Excepted Service - Schedule D,751.0,910.0,34.0,1695.0,Diversity - September 2017,2017-09
Non-permanent,46-Excepted Service - Executive,60.0,241.0,,302.0,Diversity - September 2017,2017-09
Non-permanent,48-Excepted Service - Other,12450.0,23615.0,9.0,36074.0,Diversity - September 2017,2017-09
Non-permanent,60-Senior Executive Service - Limited Term,14.0,64.0,,78.0,Diversity - September 2017,2017-09
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Diversity - September 2017,2017-09
Non-permanent,Non-permanent,26653.0,61217.0,495.0,88365.0,Diversity - September 2017,2017-09
Unspecified,Unspecified,172.0,228.0,,402.0,Diversity - September 2017,2017-09
